id,query,product_title,product_description,median_relevance,query_in_title
438,40,4658,2255,1.0,False
440,131,195,11922,3.0,False
442,161,23961,14063,4.0,False
444,70,24930,11025,4.0,False
449,62,24275,16194,1.0,False
451,105,24342,11025,4.0,False
459,149,3620,11747,4.0,False
460,238,27752,4357,4.0,True
461,45,17197,11085,2.0,False
468,10,1995,8625,3.0,False
472,0,22546,13238,4.0,False
473,28,14838,4526,3.0,True
476,73,5124,3610,4.0,False
487,218,15356,11025,3.0,False
495,64,15932,11025,4.0,False
499,69,14902,19964,2.0,False
502,129,21550,16963,1.0,False
503,84,3822,3131,2.0,False
504,65,28492,11025,4.0,False
507,192,26771,9538,3.0,False
512,253,9621,11025,4.0,False
513,243,28985,2984,2.0,False
518,239,16052,1675,4.0,False
522,8,28722,14388,2.0,False
524,221,979,17155,4.0,False
530,86,7016,1251,1.0,False
535,220,6773,8049,4.0,False
539,21,24408,11025,4.0,True
540,204,19190,7229,4.0,False
541,35,894,2760,3.0,False
544,9,717,5176,4.0,False
548,259,17708,11025,4.0,False
551,74,18761,13972,4.0,False
552,164,27353,11025,4.0,False
556,71,10460,3920,4.0,True
558,20,22197,3785,4.0,False
563,80,24331,17223,1.0,False
564,225,5972,4184,4.0,False
567,166,22772,10816,4.0,False
573,172,22535,13242,2.0,False
574,226,6943,11025,4.0,False
577,201,12989,11025,4.0,True
578,118,14181,19324,4.0,False
581,175,1457,8204,1.0,False
584,177,21210,21287,4.0,False
587,131,4618,11025,4.0,False
588,3,15548,20183,3.0,False
592,4,9444,17889,2.0,False
596,156,16888,19507,3.0,False
603,33,2827,11025,4.0,False
605,25,9342,13297,3.0,False
607,256,3746,962,4.0,False
611,17,2989,18405,4.0,False
613,231,1597,6898,2.0,False
622,106,10156,13081,1.0,False
623,114,13198,16164,2.0,False
625,206,21568,7534,4.0,False
626,53,28308,8576,4.0,False
631,153,5100,11025,4.0,False
632,110,16273,11940,1.0,False
633,171,11614,11025,1.0,False
635,184,21868,11237,4.0,False
636,52,5930,1300,4.0,False
647,74,16762,2102,3.0,False
653,127,28099,21696,2.0,False
657,64,10307,11025,4.0,False
662,45,24367,17232,3.0,False
663,260,29575,5936,4.0,False
664,185,8567,10550,4.0,False
665,259,29549,11025,4.0,False
672,103,11019,8095,1.0,False
673,26,12365,11025,4.0,False
674,226,25394,14902,1.0,False
676,139,11880,10813,4.0,False
678,196,24250,11025,4.0,False
687,131,11985,11025,4.0,False
688,68,12279,19293,4.0,False
689,127,20618,4946,4.0,False
691,52,5988,21382,4.0,False
695,20,24357,14835,2.0,False
697,115,13473,9698,4.0,False
698,133,12219,11025,4.0,False
703,52,5955,11025,4.0,False
705,33,3060,3010,4.0,False
710,10,1977,8341,3.0,False
711,190,11700,1341,4.0,False
723,45,16292,6835,1.0,False
725,136,12462,14362,3.0,False
726,157,21327,11158,4.0,False
730,141,7195,17880,1.0,False
732,31,1266,2437,3.0,False
740,195,19335,11807,4.0,False
743,212,15068,1357,4.0,False
747,35,29512,11025,4.0,False
750,221,25421,6129,4.0,False
751,192,22722,12625,4.0,False
755,167,21149,1068,4.0,False
762,196,15410,10668,2.0,False
763,126,23272,17924,3.0,False
766,153,4804,12374,2.0,False
767,42,12184,11025,4.0,False
771,192,21577,11025,4.0,False
773,54,6523,10356,4.0,False
779,86,3218,18227,4.0,False
780,17,3005,18328,4.0,False
784,161,17123,11075,3.0,False
787,75,8398,6573,4.0,False
793,100,9596,7936,3.0,True
799,215,2588,4035,4.0,False
810,162,24006,11025,4.0,False
811,256,28316,11025,4.0,False
816,62,11377,11025,1.0,False
818,170,11081,11025,4.0,False
821,107,16753,10949,4.0,False
823,217,22076,18409,4.0,False
824,4,1082,11025,4.0,False
829,241,8711,21041,4.0,False
831,163,20373,20397,4.0,True
835,207,23724,11025,4.0,False
838,104,6073,4192,4.0,False
840,172,17055,11252,1.0,False
842,163,20361,11025,4.0,True
844,134,16605,16438,4.0,False
845,80,1915,21204,2.0,False
854,137,9481,13893,2.0,False
856,86,9680,13255,3.0,False
857,228,11012,11025,4.0,False
860,71,20762,12452,4.0,True
863,39,2696,8773,3.0,False
865,37,3328,18348,3.0,False
867,53,15619,15276,3.0,False
869,29,5312,2219,3.0,False
871,64,15572,11025,4.0,False
876,231,22656,13345,3.0,False
878,255,29285,20546,4.0,False
881,11,2195,2382,4.0,False
886,249,1576,15043,4.0,False
887,201,13142,9693,4.0,True
890,124,14026,11025,4.0,False
892,182,5167,8040,2.0,False
898,155,10,1070,1.0,False
900,211,15328,10282,3.0,False
902,26,14905,16302,4.0,False
906,134,5061,6567,4.0,False
907,7,1692,8598,3.0,False
908,74,13662,16989,2.0,False
913,147,18139,11025,4.0,False
915,53,14459,7871,1.0,False
916,144,28480,11025,3.0,False
923,187,17251,11097,4.0,False
924,126,23263,17988,3.0,False
925,213,7798,6623,4.0,False
928,253,9089,20236,3.0,False
930,20,14927,18340,4.0,False
932,68,1912,21514,4.0,False
935,230,22467,11025,4.0,False
944,160,20156,6813,3.0,False
947,19,29003,8907,3.0,False
949,19,11094,8111,1.0,False
951,195,19489,16736,4.0,False
954,88,9872,7647,3.0,False
957,112,27277,8394,4.0,False
958,15,15250,8746,3.0,False
963,109,7655,5660,4.0,False
965,80,6857,18627,1.0,False
966,173,23976,7364,4.0,True
970,2,21103,11025,4.0,False
973,94,8348,8473,2.0,False
977,232,26871,21338,2.0,False
979,177,21236,16935,4.0,False
989,36,27081,21219,4.0,False
993,247,11591,11025,4.0,False
997,137,9414,1846,3.0,False
998,107,10261,19010,4.0,False
1004,178,28813,17774,4.0,False
1008,15,27606,17558,2.0,False
1011,83,21385,12456,4.0,False
1017,68,9157,16208,4.0,False
1025,118,14229,11025,4.0,False
1026,177,21246,21270,4.0,False
1029,88,6812,11025,2.0,False
1035,17,23870,19350,4.0,False
1041,209,21851,13050,4.0,False
1044,210,24189,11025,4.0,False
1047,230,22462,11025,4.0,False
1048,92,10219,11025,4.0,False
1053,32,12296,19839,4.0,False
1057,216,19809,16474,4.0,False
1060,125,23268,4995,4.0,False
1061,239,28130,4735,4.0,False
1063,230,14375,11025,4.0,False
1070,95,27685,1965,3.0,False
1072,192,25378,8022,4.0,False
1073,25,22263,7367,2.0,False
1075,224,10134,11025,1.0,False
1078,86,87,16769,1.0,False
1083,134,22936,5913,4.0,False
1084,79,26268,777,4.0,False
1088,123,13912,10538,4.0,False
1096,204,5220,7236,4.0,False
1101,54,6497,11025,3.0,False
1105,23,3471,15230,4.0,False
1111,79,3557,11025,4.0,False
1120,61,1390,11230,4.0,False
1121,222,25999,1214,2.0,False
1127,134,24069,20967,3.0,False
1131,72,4671,11025,4.0,False
1133,181,7802,11025,1.0,False
1134,185,25155,6677,4.0,False
1136,214,8030,15718,4.0,False
1137,71,20663,11025,4.0,True
1145,240,1491,4108,4.0,False
1150,258,29382,7450,4.0,False
1152,195,19481,11801,4.0,False
1153,28,28317,21101,4.0,True
1154,25,3623,11025,4.0,False
1157,175,20992,19701,4.0,False
1158,208,5213,20747,4.0,False
1162,247,17517,11025,4.0,False
1164,144,18908,11025,4.0,False
1168,111,873,4074,2.0,False
1171,185,27285,20937,4.0,False
1172,144,18922,18015,2.0,False
1174,19,374,16054,3.0,False
1175,58,16849,17866,4.0,False
1176,192,29444,21986,4.0,False
1177,251,9305,7166,4.0,False
1178,37,4053,13515,3.0,False
1179,115,13183,11025,4.0,False
1191,69,7579,11025,3.0,False
1192,231,10249,9829,3.0,False
1194,170,11550,8461,4.0,False
1202,140,24922,17290,4.0,False
1207,235,4686,1858,2.0,False
1209,59,25241,20656,3.0,False
1215,116,27154,14695,4.0,False
1219,15,2603,601,4.0,False
1221,77,20277,11025,4.0,False
1223,246,27957,21959,2.0,False
1233,256,14545,2421,2.0,False
1237,158,10357,15939,4.0,False
1240,220,4862,4052,4.0,False
1246,88,9873,10317,4.0,False
1249,17,665,11025,4.0,False
1250,23,3439,3181,1.0,False
1256,195,19510,19618,2.0,False
1259,224,16530,8134,4.0,False
1261,195,19329,8425,2.0,False
1268,90,17776,11025,3.0,False
1272,20,25453,12293,4.0,False
1273,20,25454,12294,4.0,False
1274,240,20,19468,4.0,False
1277,104,27876,21303,4.0,False
1285,222,17839,9395,3.0,False
1288,99,19422,6019,4.0,False
1290,200,4081,6685,3.0,False
1291,236,6959,8350,3.0,False
1293,113,4352,18819,4.0,False
1294,144,28937,16552,3.0,False
1296,63,15005,11025,4.0,True
1304,177,21202,6114,3.0,False
1306,211,15314,11025,3.0,False
1307,247,8702,9595,2.0,False
1308,245,5585,17825,3.0,False
1314,17,29076,21402,4.0,False
1315,251,21927,13098,4.0,False
1317,253,6981,4937,3.0,False
1319,128,9450,7260,1.0,False
1323,41,19229,11025,4.0,False
1324,217,19698,18032,4.0,False
1325,209,27547,20965,4.0,False
1328,35,16086,2975,2.0,False
1332,143,23398,8511,2.0,False
1334,167,4416,20497,3.0,False
1335,218,27835,19812,4.0,False
1338,111,6842,16679,4.0,False
1344,159,20025,12040,4.0,False
1345,121,762,932,4.0,False
1353,137,16029,13579,2.0,False
1354,199,24734,13581,4.0,False
1358,65,28294,11025,3.0,False
1360,134,23574,19861,2.0,False
1361,0,17279,11025,4.0,False
1363,26,14906,6494,4.0,False
1366,113,27912,21496,4.0,False
1367,22,18484,16622,4.0,False
1370,77,4680,11025,4.0,False
1371,123,14069,16110,4.0,False
1374,163,20336,11025,4.0,True
1375,218,18427,11025,4.0,False
1378,134,26998,20828,4.0,False
1379,140,19053,11025,4.0,False
1382,199,4731,11025,4.0,False
1387,172,15510,10711,2.0,False
1388,29,4015,11025,3.0,False
1389,47,5485,13767,3.0,False
1398,184,19314,11025,4.0,False
1400,41,19220,11025,4.0,False
1406,145,18909,8064,2.0,False
1407,103,11033,8584,1.0,False
1408,99,2762,11025,3.0,False
1417,93,1459,2282,1.0,False
1420,55,25016,14587,4.0,False
1430,64,21378,14369,4.0,False
1431,112,22639,11025,4.0,False
1435,109,10097,16249,4.0,False
1437,128,9424,7312,1.0,False
1444,218,15353,11025,4.0,False
1446,249,566,12782,4.0,False
1450,98,9454,21744,2.0,False
1451,158,6058,4189,2.0,False
1456,15,2640,7996,3.0,False
1461,182,6240,21745,2.0,False
1462,240,24055,8245,4.0,False
1463,38,15636,17943,4.0,False
1465,88,17769,21984,3.0,False
1467,143,1647,11025,4.0,False
1472,114,13321,11025,4.0,False
1476,104,27875,2772,4.0,False
1477,252,4791,6518,3.0,False
1478,120,25977,7266,1.0,False
1479,251,14666,11535,4.0,False
1483,198,23329,3540,3.0,False
1484,0,22540,11025,4.0,False
1487,229,8014,1474,2.0,False
1489,189,22274,3904,3.0,False
1492,213,12421,20126,4.0,False
1493,97,26638,11025,2.0,False
1495,39,13774,7046,4.0,False
1496,257,7852,19352,4.0,True
1501,84,3820,3131,2.0,False
1502,220,23106,11025,2.0,False
1509,74,16765,13975,2.0,False
1514,243,9651,11025,4.0,False
1517,240,24676,11655,4.0,False
1521,123,13986,11025,4.0,False
1522,19,19671,7533,1.0,False
1525,207,23701,13267,4.0,False
1528,65,4246,11025,4.0,False
1537,225,7756,7724,4.0,False
1541,119,9099,8487,1.0,False
1543,90,233,13552,3.0,False
1545,77,16185,10263,4.0,False
1547,225,8044,11025,4.0,False
1549,20,2958,951,4.0,False
1554,238,4427,11025,4.0,True
1558,229,4447,16513,2.0,False
1563,106,11940,9870,2.0,False
1571,51,18866,11025,3.0,False
1573,65,21802,11025,4.0,False
1574,220,16853,11025,4.0,False
1576,219,5569,17408,4.0,False
1579,215,12675,2723,4.0,False
1581,134,26282,10063,4.0,False
1582,217,4324,12844,4.0,False
1585,241,8823,9004,4.0,False
1586,45,16385,10900,2.0,False
1588,118,14157,19331,4.0,False
1593,239,588,11025,4.0,False
1604,223,8486,11025,3.0,False
1610,139,11873,11025,4.0,False
1613,213,5870,19914,4.0,False
1614,174,15339,2316,4.0,False
1617,137,15569,14640,3.0,False
1618,26,16343,3013,4.0,False
1622,10,1971,6228,3.0,False
1632,65,15360,7504,3.0,False
1637,12,20731,11007,3.0,False
1638,38,1494,6495,4.0,False
1639,201,330,21851,3.0,True
1642,214,25424,8478,4.0,False
1643,125,23276,11117,3.0,False
1648,189,22279,14318,4.0,False
1649,118,14161,9932,4.0,False
1650,131,25922,20299,3.0,False
1656,4,3879,18041,4.0,False
1659,136,15584,11025,4.0,False
1660,123,13865,13860,4.0,False
1673,123,13932,9895,3.0,False
1678,45,17202,4204,2.0,False
1680,246,18304,11025,4.0,False
1685,21,29337,15778,4.0,True
1690,145,17948,11025,4.0,False
1691,81,12667,9417,4.0,False
1693,239,14724,10213,4.0,False
1695,154,4208,11025,3.0,False
1699,251,363,11025,4.0,False
1700,65,3347,11025,4.0,False
1701,191,17805,16540,4.0,False
1703,118,14108,11025,2.0,False
1710,213,22967,7615,4.0,False
1711,242,1231,11025,3.0,False
1712,136,4093,3064,4.0,False
1714,0,17534,8606,4.0,False
1715,198,13573,11025,1.0,False
1716,101,2388,7890,2.0,False
1717,22,13180,17461,4.0,False
1718,115,13185,11025,4.0,False
1719,111,29103,18079,2.0,False
1723,196,3428,11025,4.0,False
1724,25,21853,13204,2.0,False
1728,126,14311,11025,4.0,False
1729,179,15773,17278,4.0,False
1731,139,24632,3842,4.0,False
1737,138,1526,12839,1.0,False
1741,158,19850,11025,4.0,False
1742,185,22692,12231,4.0,False
1745,38,14841,11025,4.0,False
1748,198,23341,20662,4.0,False
1753,149,18432,8718,2.0,False
1755,185,7699,15663,2.0,False
1760,190,24167,19344,4.0,False
1761,16,2816,17645,4.0,False
1762,190,11809,11025,4.0,False
1763,153,5038,15966,4.0,False
1764,243,27869,1203,2.0,False
1765,29,24360,11025,1.0,False
1774,45,11009,11025,2.0,False
1776,216,6342,4666,4.0,False
1782,160,20189,3657,2.0,False
1785,158,13453,15178,4.0,False
1786,158,23863,3214,1.0,False
1787,109,5192,16675,4.0,False
1795,29,1768,11025,1.0,False
1798,246,24988,7360,2.0,False
1803,70,24883,8449,4.0,False
1805,33,14859,20165,3.0,False
1818,82,12008,19166,2.0,False
1821,119,28580,1397,2.0,False
1826,20,14940,9523,4.0,False
1832,232,26869,20598,1.0,False
1835,45,17182,13282,2.0,False
1839,36,27541,20964,4.0,False
1840,169,20684,16871,4.0,False
1843,202,7125,1482,1.0,False
1845,109,12983,6822,4.0,False
1851,52,5986,11025,4.0,False
1855,162,23986,12095,2.0,False
1856,24,10314,5921,1.0,False
1868,97,24462,14567,4.0,False
1869,20,2951,6426,4.0,False
1870,225,8937,3925,4.0,False
1872,84,13017,11025,2.0,False
1874,53,3890,9667,3.0,False
1876,185,27878,11025,4.0,False
1877,13,28023,17604,1.0,False
1878,242,4898,3469,4.0,False
1881,104,21913,5694,3.0,False
1883,212,28365,6767,4.0,False
1889,124,14003,12528,3.0,False
1890,41,4270,2447,4.0,False
1891,184,15392,3940,4.0,False
1894,70,3162,13991,3.0,False
1895,100,18538,11025,3.0,True
1896,238,25101,20022,4.0,True
1897,249,263,14937,4.0,False
1898,65,8062,5797,4.0,False
1904,15,2624,2045,2.0,False
1906,199,12244,8679,4.0,False
1910,239,14712,10214,4.0,False
1912,143,16459,16412,4.0,False
1913,145,18105,11025,4.0,False
1916,186,24997,20180,4.0,False
1918,31,5097,4617,4.0,False
1927,2,26496,11025,4.0,False
1928,43,19260,20478,2.0,False
1936,203,3019,13783,4.0,False
1937,200,90,8692,2.0,False
1939,133,619,18721,4.0,False
1943,180,21445,2914,4.0,False
1944,63,15291,10033,2.0,True
1945,233,25928,3872,3.0,False
1951,37,20022,12041,3.0,False
1954,143,12245,16093,2.0,False
1957,155,8017,6041,2.0,False
1961,20,14924,10274,4.0,False
1962,104,24888,14832,4.0,False
1964,199,28795,11025,4.0,False
1971,227,10292,11025,4.0,False
1984,9,18452,11887,1.0,False
1994,257,23429,18658,4.0,True
1997,124,14000,11025,4.0,False
1999,115,17752,17441,2.0,False
2000,134,7152,15600,4.0,False
2005,250,1289,15016,2.0,False
2018,193,6649,15553,2.0,False
2020,130,18389,15487,2.0,False
2023,105,8228,18310,4.0,False
2026,159,20043,19644,2.0,False
2027,134,16932,11025,4.0,False
2035,21,16721,2625,4.0,True
2036,192,12036,11727,4.0,False
2041,22,3509,17390,4.0,False
2043,51,6363,10164,3.0,False
2046,115,13266,11699,4.0,False
2047,6,22079,18584,3.0,False
2049,172,22547,4981,2.0,False
2051,119,15486,21379,1.0,False
2055,179,12789,17623,4.0,False
2058,20,12836,20286,4.0,False
2063,213,8708,11025,4.0,False
2065,26,11381,3045,4.0,False
2067,149,4639,11025,2.0,False
2068,251,14662,10144,3.0,False
2075,177,21276,8805,4.0,False
2077,15,8321,7508,2.0,False
2078,168,2893,16012,4.0,False
2079,119,23801,1576,2.0,False
2080,156,19596,15311,4.0,False
2091,73,19865,11998,4.0,False
2092,198,9557,8554,1.0,False
2093,115,13226,11025,4.0,False
2099,2,14595,11025,4.0,False
2101,53,15627,16898,3.0,False
2102,12,2522,21864,4.0,False
2106,64,29104,20234,3.0,False
2107,38,14269,16236,4.0,False
2115,111,15816,1110,2.0,False
2118,231,12351,11025,3.0,False
2119,104,18417,10384,4.0,False
2121,178,28549,9261,4.0,False
2130,244,26821,19936,1.0,False
2132,98,13538,19977,3.0,False
2133,252,6282,7273,4.0,False
2136,147,17969,16295,4.0,False
2137,3,15545,21334,4.0,False
2138,108,16327,10831,2.0,False
2154,174,177,2632,2.0,False
2165,247,8700,9594,3.0,False
2166,166,26259,20371,3.0,False
2167,33,23101,11025,4.0,False
2168,220,8384,6086,4.0,False
2172,214,6900,14692,3.0,False
2173,0,22542,634,4.0,False
2176,86,14538,13504,4.0,False
2177,208,23852,10884,4.0,False
2178,125,14314,15543,4.0,False
2183,71,11067,6523,4.0,True
2184,239,26447,11025,4.0,False
2190,170,20555,19662,4.0,False
2193,154,19172,14782,4.0,False
2198,195,19511,16727,4.0,False
2200,228,10127,7309,4.0,False
2204,219,3375,7688,4.0,False
2208,224,16566,13197,4.0,False
2209,176,23249,13666,4.0,False
2217,134,7103,15590,4.0,False
2221,78,1240,1944,3.0,False
2222,260,29516,11025,4.0,False
2223,107,13335,11025,4.0,False
2228,256,28702,17626,2.0,False
2231,190,24186,3248,4.0,False
2235,196,3430,6239,4.0,False
2238,81,25879,10920,1.0,False
2244,4,9382,11025,2.0,False
2248,178,4732,7560,4.0,False
2250,8,9566,11025,4.0,False
2252,130,18387,11621,1.0,False
2257,196,5379,584,4.0,False
2258,88,14466,6206,2.0,False
2259,25,3622,11025,4.0,False
2261,185,12848,11025,4.0,False
2267,94,5729,18365,4.0,False
2272,86,28177,14097,1.0,False
2273,21,25594,1353,4.0,True
2277,64,15556,11025,4.0,False
2279,41,8900,15797,4.0,False
2287,208,21740,9029,4.0,False
2295,169,7747,11025,4.0,False
2297,124,14035,11334,4.0,False
2299,76,8544,11025,4.0,True
2300,218,14117,10323,4.0,False
2302,145,28693,8516,2.0,False
2304,35,23588,588,3.0,False
2306,100,10858,7940,4.0,True
2308,52,5915,766,4.0,False
2310,137,15888,4248,4.0,False
2312,113,17384,19486,4.0,False
2316,34,18952,9023,4.0,False
2320,159,9200,14644,3.0,False
2325,115,13151,16163,4.0,False
2329,124,14051,20307,4.0,False
2330,229,29717,21830,2.0,False
2334,35,95,11025,4.0,False
2336,231,12372,11025,2.0,False
2349,242,1233,17895,4.0,False
2354,98,13557,7351,4.0,False
2367,216,13798,11025,4.0,False
2368,244,23274,13546,3.0,False
2369,27,25500,11025,3.0,False
2370,81,14918,10273,4.0,False
2374,20,4287,15196,4.0,False
2377,17,14625,1409,4.0,False
2379,167,5577,13547,3.0,False
2380,93,14521,2176,2.0,False
2386,207,23682,10483,4.0,False
2391,226,19000,18038,3.0,False
2399,31,6636,4719,4.0,False
2400,56,20721,13413,3.0,False
2402,51,23417,11025,3.0,False
2403,204,6942,19871,4.0,False
2409,139,12787,20883,2.0,False
2413,243,28832,10847,4.0,False
2415,230,22363,11025,4.0,False
2422,110,12943,11025,4.0,False
2426,156,19919,19634,4.0,False
2427,196,21356,16951,3.0,False
2428,136,18373,11025,4.0,False
2431,10,1969,6227,3.0,False
2433,109,2566,2514,3.0,False
2440,197,26997,11025,1.0,False
2444,93,11056,10053,1.0,False
2450,81,10272,13665,3.0,False
2457,156,4233,11025,4.0,False
2459,32,23818,6747,4.0,False
2463,104,18768,11025,4.0,False
2467,220,29226,11025,4.0,False
2468,118,14124,11025,4.0,False
2471,19,14920,2054,3.0,False
2488,167,1413,15031,3.0,False
2489,40,20957,2173,3.0,False
2490,51,2583,2517,2.0,False
2498,123,13983,19308,2.0,False
2500,236,6791,6969,4.0,False
2506,0,14785,11025,4.0,False
2508,47,5513,15437,3.0,False
2509,247,293,11025,3.0,False
2514,254,29339,12297,1.0,False
2515,38,15996,11025,4.0,False
2516,258,6302,4252,2.0,False
2519,187,14503,5763,4.0,False
2522,113,8487,11025,4.0,False
2525,81,138,11025,4.0,False
2532,65,23868,11025,4.0,False
2533,221,11972,11025,4.0,False
2537,115,13324,7883,4.0,False
2539,22,3786,18391,4.0,False
2540,139,1054,14999,1.0,False
2553,134,27411,11025,3.0,False
2554,211,15332,3101,4.0,False
2556,81,25830,11025,1.0,False
2558,170,7941,6006,2.0,False
2561,75,7485,6570,4.0,False
2562,73,2200,21168,3.0,False
2568,255,29248,2149,4.0,False
2569,149,15210,10585,2.0,False
2572,203,8054,11025,4.0,False
2573,252,28204,10309,3.0,False
2577,35,26778,20723,3.0,False
2581,223,24780,8295,4.0,False
2583,38,15644,7395,4.0,False
2586,201,14534,11025,2.0,True
2589,140,21554,12758,4.0,False
2590,259,29588,8014,3.0,False
2591,27,25544,16007,3.0,False
2592,30,19745,7813,4.0,False
2593,253,6922,6411,3.0,False
2600,254,16460,14657,4.0,False
2602,198,26826,1722,1.0,False
2603,181,15460,10683,3.0,False
2605,90,10017,7353,3.0,False
2606,245,14480,11025,4.0,False
2607,229,4453,3898,2.0,False
2610,260,9928,11929,2.0,False
2616,70,3160,21685,4.0,False
2617,32,1470,11025,4.0,False
2618,78,8959,7040,4.0,False
2620,24,1711,17779,2.0,False
2621,238,20791,12500,4.0,True
2624,186,15022,8440,3.0,False
2628,156,12519,10335,3.0,False
2629,205,21672,2095,1.0,False
2630,217,3731,2843,4.0,False
2635,98,13553,7350,4.0,False
2636,136,9975,18914,4.0,False
2641,4,9379,20694,2.0,False
2649,202,2277,1010,3.0,False
2652,32,3712,3741,4.0,False
2655,143,22706,15770,4.0,False
2663,204,3164,2457,4.0,False
2665,117,10153,20982,1.0,False
2669,74,5024,6219,4.0,False
2670,192,11746,19214,4.0,False
2673,170,16308,5219,4.0,False
2675,231,26854,11025,3.0,False
2678,195,19414,5198,4.0,False
2681,9,26707,11025,4.0,False
2684,149,13426,11025,3.0,False
2686,26,12448,15457,4.0,False
2693,146,18077,17310,4.0,False
2699,122,6656,4470,4.0,False
2700,212,28958,11025,4.0,False
2701,169,17400,15383,4.0,False
2702,169,20678,19676,4.0,False
2703,94,5744,19614,3.0,False
2706,92,28381,20189,3.0,False
2707,22,19016,18373,4.0,False
2708,48,5467,21799,4.0,False
2710,61,2338,7503,4.0,False
